semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length,delay_norm,waiting_time_norm,stops_norm,flujo_vehicular_norm,flujo_por_segundo_norm,queue_length_norm,road_rage
1462970251,48.68938388980721,1.4722391702257474,2.029286150091519,1639,2.04875,0.29625,0.2890413250628967,0.3216914853511673,0.4094380613235585,0.04523689516129032,0.04523689516129032,0.05106382978723405,1.0
308689405,94.25003659192869,3.0080862533692723,3.1563342318059298,1484,1.855,0.56125,1.0,0.6658538771488595,1.0,0.03547127016129032,0.035471270161290314,0.09854423292273237,1.0
308757397,55.27147789254278,0.5461454940282302,1.9120521172638436,921,1.15125,0.10375,0.39175269008858765,0.11416651875325895,0.34800859897067077,0.0,0.0,0.016573348264277716,1.0
308827770,44.719247260602934,0.558860599949584,1.845979329468112,3967,4.95875,0.5125,0.22708867711308148,0.11701580063417209,0.3133871180529721,0.19191028225806453,0.19191028225806453,0.08980963045912654,1.0
308856103,68.37930862707066,1.51584377302874,2.4362564480471627,2714,3.3925,0.87125,0.5962959838655411,0.33146268233996534,0.6226864329270295,0.11296622983870967,0.11296622983870967,0.15408734602463606,1.0
308856146,54.99355315209021,2.4774603174603174,2.2685714285714287,1575,1.96875,0.73625,0.3874157679093495,0.5469478393950677,0.5348211574385614,0.041204637096774195,0.04120463709677419,0.12989921612541994,1.0
308898675,58.302872506254666,0.38290788013318533,2.250277469478357,1802,2.2525,0.3375,0.43905658434723427,0.07758719503928685,0.5252353055806372,0.055506552419354836,0.05550655241935483,0.05845464725643898,1.0
308923801,39.076473213024364,0.6108441158348736,1.4882316697473814,8115,10.14375,0.925,0.139035084332811,0.12866459780772682,0.12593091728444972,0.4532510080645161,0.4532510080645161,0.16371780515117582,1.0
4088546946,40.94317707254636,1.5123143788482434,1.649402390438247,5522,6.9025,0.74375,0.16816437076210614,0.33067179322340673,0.2103827652697564,0.2898815524193548,0.2898815524193548,0.13124300111982085,1.0
4097839613,89.75555760523469,4.25,2.9193548387096775,1488,1.86,1.6025,0.9298651657647601,0.944149815682033,0.8758251647965164,0.03572328629032258,0.03572328629032258,0.2851063829787234,1.0
4697738917,53.665171616767836,3.197128443927047,2.0665890570430734,12885,16.10625,2.99125,0.36668682044807377,0.7082156546767846,0.42898441201169085,0.7537802419354839,0.7537802419354838,0.5339305711086226,1.0
4697750732,50.894201265405584,1.4733818996917905,2.003782572149061,7138,8.9225,1.9575,0.32344675928883637,0.32194755544468606,0.39607444119301977,0.3916960685483871,0.39169606854838707,0.3487122060470325,1.0
cluster_1462970241_308898721,32.90195433349608,0.3152889539136796,1.7977322604242867,2734,3.4175,0.325,0.042683792140740404,0.06243471558093832,0.2881061357308731,0.11422631048387097,0.11422631048387097,0.056215005599104154,1.0
cluster_1462970269_1462970271_308797939,66.77228030836437,0.7983662940670679,2.505803955288048,4652,5.815,1.57375,0.5712188469877232,0.17068576129713525,0.6591286321310016,0.23506804435483872,0.23506804435483872,0.2799552071668533,1.0
cluster_1462970291_308954059,30.519791905550278,0.6921336271065325,1.247900911093908,16793,20.99125,2.305,0.005510947969031735,0.1468804689933253,0.0,1.0,1.0,0.4109742441209407,1.0
cluster_308742453_308742454,68.19835604916652,4.499235084140745,2.3659357470678226,9805,12.25625,5.5925,0.5934722796957544,1.0,0.5858390879262076,0.5597278225806451,0.5597278225806452,1.0,1.0
cluster_308757358_308757361,60.61092248330341,0.46686567164179105,2.148457711442786,5025,6.28125,1.4325,0.47507292862789424,0.09640099144700738,0.47188276927217304,0.25856854838709675,0.25856854838709675,0.2546472564389698,1.0
cluster_308757386_308757389_308757392_308757394,60.36680191466715,1.6128430588862244,2.112443378630429,3753,4.69125,2.8825,0.4712635091900896,0.353198899825271,0.45301161856363253,0.17842741935483872,0.17842741935483872,0.5144456886898097,1.0
cluster_308757402_4097570238,50.34510808663014,1.083374854675303,1.9682776947350937,6021,7.52625,1.52125,0.31487834475466503,0.23455229396064864,0.37747024002516294,0.32132056451612906,0.32132056451612906,0.27054871220604704,1.0
cluster_308799313_4090658064,79.77742960547431,1.0012893243940175,2.6547189272821043,3878,4.8475,1.34875,0.7741598314394659,0.21615804576781011,0.7371585902007429,0.18630292338709678,0.18630292338709678,0.23964165733482642,1.0
cluster_308804097_308804101,69.86602960934931,2.6521310181531175,2.451657458563536,5068,6.335,2.935,0.6194957651872165,0.5860891619832327,0.630756408623444,0.26127772177419356,0.26127772177419356,0.5238521836506159,1.0
cluster_308834900_4738449064,30.18063376856389,0.07170260616483662,1.4908056621246197,7559,9.44875,0.41625,0.00021849921412724158,0.007850336074276211,0.12727966358294654,0.41822076612903225,0.41822076612903225,0.07256438969764838,1.0
cluster_308856152_9198534518,53.645457341529664,0.036669970267591674,1.8404360753221012,1009,1.26125,0.01125,0.3663791858078873,0.0,0.31048250824247964,0.005544354838709678,0.005544354838709671,0.0,1.0
cluster_308858575_308858577_6427986507_6427986508,36.336211669639574,0.14773697694278395,1.605465414175918,2342,2.9275,0.1925,0.09627422380248687,0.024888601923120156,0.18736022851906886,0.08952872983870967,0.08952872983870969,0.032474804031354984,1.0
cluster_308858579_308898722,36.75733921524233,0.9302843016069221,1.8143386897404203,4045,5.05625,1.05125,0.10284577763335001,0.2002467882342548,0.29680773883950984,0.19682459677419356,0.19682459677419356,0.18633818589025758,1.0
cluster_4090658066_4090658067,79.9071693057701,1.150362639306563,2.730231735361755,5653,7.06625,1.16875,0.7761843758640617,0.24956334319397172,0.7767265474671133,0.2981350806451613,0.2981350806451613,0.20739081746920493,1.0
