semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length,delay_norm,waiting_time_norm,stops_norm,flujo_vehicular_norm,flujo_por_segundo_norm,queue_length_norm,road_rage
308856103,41.67608105271844,1.2559652928416485,2.046999276934201,1383,1.72875,0.2,0.6141576075109617,0.25249648400260416,0.629324776607314,0.006494498777506113,0.0064944987775061086,0.02622950819672131,1.0
308856146,36.28903221352192,4.907058823529412,2.0776470588235294,1700,2.125,1.385,0.512258210764205,1.0,0.6475452744231808,0.030715158924205378,0.03071515892420537,0.18163934426229508,1.0
308856152,59.14465195908701,3.410503751339764,2.289657020364416,3732,4.665,1.5925,0.9445865474595362,0.693604075342663,0.7735879046907501,0.1859718826405868,0.18597188264058676,0.20885245901639343,1.0
308898675,34.535453920234296,4.3054830287206265,2.2095300261096606,3064,3.83,1.60625,0.47908818101914924,0.8768368933912827,0.7259513830957208,0.13493276283618583,0.1349327628361858,0.21065573770491802,1.0
308903645,34.43752269152515,0.9296317280453258,1.5674787535410766,8825,11.03125,0.84375,0.47723575060204937,0.18568486030057735,0.3442437002443296,0.5751069682151589,0.5751069682151588,0.11065573770491803,1.0
308903696,9.2078120319704,0.0724191063174114,0.9884437596302003,1298,1.6225,0.05,0.0,0.0101841662446081,0.0,0.0,0.0,0.006557377049180328,0.4092986137903723
308903738,32.26344003159253,0.358355091383812,1.5163185378590078,3064,3.83,0.1425,0.4361116178648824,0.06872502595987567,0.3138282985209511,0.13493276283618583,0.1349327628361858,0.018688524590163933,1.0
309520858,30.47491353172001,1.8705915282701997,1.6765254711699944,10718,13.3975,2.46625,0.40228052094284644,0.37833146142662555,0.4090733667944226,0.7197432762836186,0.7197432762836184,0.32344262295081966,1.0
cluster_1462970241_308898721,22.05435712490769,0.21862011637572734,1.6587697423108894,2406,3.0075,0.29625,0.24300043202236216,0.040116505184272414,0.39851735918301706,0.08465770171149144,0.08465770171149141,0.03885245901639344,0.9528974770162578
cluster_1871526593_309440289,33.037630480053934,0.7743055555555556,2.2158564814814814,1728,2.16,0.93,0.4507559142171473,0.1538842890233332,0.7297125416259104,0.032854523227383865,0.032854523227383865,0.1219672131147541,1.0
cluster_1871526625_309497170,22.591864815878328,0.022675736961451247,1.5200302343159486,2646,3.3075,0.0,0.2531677260439288,0.0,0.31603494947634697,0.10299511002444987,0.10299511002444986,0.0,0.9649293167470001
cluster_308848908_308848911,45.50287243675601,1.1676630056999862,1.877102738773808,14386,17.9825,4.20625,0.6865437590289932,0.23441799065418245,0.528319114479685,1.0,1.0,0.5516393442622951,1.0
cluster_308848959_308848960,53.38766582680829,1.0616419919246298,2.1609690444145357,7430,9.2875,2.22375,0.8356895555313651,0.2127118689400782,0.6970812591791687,0.468520782396088,0.4685207823960879,0.29163934426229504,1.0
cluster_308855797_308855800,44.19732207408222,0.7848952904387378,2.101487728607979,10553,13.19125,1.945,0.6618484576961005,0.1560523693510831,0.6617188571413357,0.7071363080684596,0.7071363080684595,0.25508196721311477,1.0
cluster_308858575_308858577_6427986507_6427986508,26.692662032857196,0.39529982084518916,1.567604594793972,9489,11.86125,1.97625,0.33073686919898715,0.07628887359561397,0.34431851447662243,0.6258404645476773,0.6258404645476772,0.2591803278688525,1.0
cluster_308858579_308898722,22.610478789597984,0.9538178955654684,1.5087903437418,3811,4.76375,0.65375,0.25351982099419024,0.19063659465299834,0.30935269095609275,0.19200794621026895,0.1920079462102689,0.0857377049180328,0.9838471232449008
cluster_308903754_312989481,32.28779581199115,0.6614121510673234,1.4939244663382594,3045,3.80625,0.2825,0.43657232267822255,0.13077115426560124,0.3005147369488414,0.13348105134474328,0.13348105134474325,0.03704918032786885,1.0
cluster_309440717_309440722_309440724_309440726,28.269007229415823,0.8087027914614121,1.5509031198686372,4872,6.09,1.71375,0.3605544241142549,0.16092657774152339,0.3343892742954666,0.27307457212713937,0.27307457212713926,0.22475409836065574,1.0
cluster_309481112_309481115,53.92112454172147,1.0354794311056736,2.157975225569659,6539,8.17375,1.89625,0.8457802606394074,0.20735549939345047,0.69530139563403,0.4004431540342298,0.40044315403422975,0.24868852459016394,1.0
cluster_309481119_4121911213,61.853151686577256,2.963971020168396,2.5130213432543567,5107,6.38375,3.37125,0.9958195131441718,0.6021835779620764,0.9063808478164593,0.2910299511002445,0.2910299511002445,0.4421311475409836,1.0
cluster_309481227_4121496204,62.07415875416505,2.129091353199805,2.670493404982902,8188,10.235,7.625,1.0,0.4312552023265723,1.0,0.5264364303178484,0.5264364303178483,1.0,1.0
cluster_4121496202_4121496203,45.013019644012914,1.3685766257389722,2.0732150977717145,4398,5.4975,1.06625,0.6772778872009814,0.27555186907405865,0.6449104169657569,0.23685819070904646,0.23685819070904637,0.13983606557377048,1.0
