step,delay,waiting_time,stops,queue_length,road_rage
2,0.0,0.0,0.0,0.0,0.0
3,0.2321023934781187,0.0,0.0,0.0,0.009284095739124748
4,0.3357710077146847,0.0,0.5,0.0,0.033430840308587395
5,0.7414928011758043,0.0,0.3333333333333333,0.0,0.04299304538036551
6,0.4053953781006787,0.0,0.25,0.0,0.026215815124027153
7,1.0268961281415279,0.0,0.4,0.0,0.05707584512566112
8,1.4539481479047365,0.0,0.4,0.0,0.07415792591618946
9,1.0466426369005162,0.0,0.5714285714285714,0.0,0.06472284833316351
10,1.4956911344721904,0.0,0.5714285714285714,0.0,0.08268478823603048
11,2.157186030477909,0.0,0.625,0.0,0.11128744121911635
12,2.3111500091096957,0.0,0.6666666666666666,0.0,0.1191126670310545
13,2.750664780083645,0.0,0.6666666666666666,0.0,0.13669325787001246
14,3.163638054250979,0.0,0.6666666666666666,0.0,0.15321218883670584
15,3.0577293751365517,0.0,0.6666666666666666,0.0,0.14897584167212874
16,3.0086413634169404,0.0,0.7,0.0,0.14834565453667764
17,2.9278725690239185,0.0,0.75,0.0,0.14711490276095673
18,2.8347861824783447,0.0,0.75,0.0,0.1433914472991338
19,3.6276509759290674,0.0,0.7692307692307693,0.0,0.17587526980639348
20,3.988537134777414,0.0,0.7692307692307693,0.0,0.19031071616032735
21,3.9815769185089005,0.0,0.7857142857142857,0.0,0.19069164816892747
22,4.010017716297366,0.0,0.8,0.2222222222222222,0.1968451530963391
23,4.115864724275805,0.0,0.8125,0.0,0.19713458897103223
24,3.525297527191708,0.0,0.8235294117647058,0.0,0.17395307755825656
25,3.312153603580504,0.0,0.8235294117647058,0.0,0.16542732061380844
26,4.161914077395156,0.0,0.7777777777777778,0.0,0.1975876742069174
27,4.794595673575592,0.0,0.7777777777777778,0.0,0.2228949380541348
28,5.078573808200462,0.0,0.7894736842105263,0.0,0.23472189969643953
29,4.782532819631004,0.0,0.8,0.0,0.22330131278524015
30,4.860868996236939,0.0,0.8095238095238095,0.0,0.22681571223042996
31,5.673284866629945,0.0,0.8181818181818182,0.0,0.25965866739247057
32,6.077197948917277,0.045454545454545456,0.8636363636363636,0.2222222222222222,0.2829869078556809
33,5.949512256736072,0.08695652173913043,0.8695652173913043,0.2222222222222222,0.2789466738443221
34,5.905147149618101,0.16,0.92,0.4444444444444444,0.28509477487361296
35,6.304681335215636,0.24,0.92,0.4444444444444444,0.3026761422975144
36,6.41958470980533,0.3076923076923077,0.9230769230769231,0.4444444444444444,0.3087492003580252
37,6.599715412436696,0.38461538461538464,0.9230769230769231,0.4444444444444444,0.31749289000174136
38,6.623788203774749,0.18518518518518517,0.9259259259259259,0.2222222222222222,0.31013671333617515
39,6.56579983735945,0.20689655172413793,0.9310344827586207,0.2222222222222222,0.30845574828365
40,6.892542181872782,0.27586206896551724,0.9655172413793104,0.4444444444444444,0.328728507198283
41,6.946012698563674,0.3333333333333333,0.9333333333333333,0.4444444444444444,0.3307293968314358
42,7.219027139779942,0.4,0.9333333333333333,0.4444444444444444,0.3429833078134199
43,6.87224791656055,0.4375,0.9375,0.4444444444444444,0.33002880555131087
44,7.3146060413228575,0.5,0.9375,0.4444444444444444,0.3489731305418032
45,7.1448344079865524,0.6129032258064516,0.9354838709677419,0.8888888888888888,0.3532485734520786
46,7.2631143774733715,0.28125,0.9375,0.6666666666666666,0.3469829084322682
47,7.632126425998926,0.36363636363636365,0.9696969696969697,0.8888888888888888,0.36912344087834087
48,7.25036985085115,0.4411764705882353,0.9411764705882353,0.8888888888888888,0.35426316004711794
49,7.95216450501065,0.5294117647058824,0.9411764705882353,0.8888888888888888,0.38409965209585084
50,8.396674927558935,0.6,0.9428571428571428,0.8888888888888888,0.40335906059442095
51,9.224434321305104,0.6666666666666666,0.9444444444444444,0.8888888888888888,0.43786626174109305
52,9.144281025767071,0.75,0.9444444444444444,0.8888888888888888,0.43632679658623846
53,9.467695248834005,0.8108108108108109,0.9459459459459459,0.8888888888888888,0.45053964178519207
54,9.569065935615962,0.8918918918918919,0.9459459459459459,0.8888888888888888,0.4562160908780919
55,10.131310173933755,0.9473684210526315,0.9473684210526315,0.8888888888888888,0.4798722899982859
56,9.589022337688764,0.975,0.925,0.8888888888888888,0.45783867128532835
57,10.130227335553936,1.05,0.925,0.8888888888888888,0.4809868711999353
58,10.413712683674431,1.0975609756097562,0.926829268292683,0.8888888888888888,0.4933506753686575
59,10.71080573025375,1.170731707317073,0.926829268292683,0.8888888888888888,0.5066978118659765
60,11.552021991763072,0.8372093023255814,0.9302325581395349,0.7777777777777778,0.5315899235981715
61,11.527392984680326,0.9069767441860465,0.9302325581395349,0.7777777777777778,0.5320001121520709
62,11.815814598491436,1.0,0.9534883720930233,1.1111111111111112,0.5529943410456006
63,12.93257010642835,1.0681818181818181,0.9545454545454546,1.1111111111111112,0.5990704810248109
64,12.886175829596787,1.1590909090909092,0.9545454545454546,1.1111111111111112,0.5990328917697302
65,12.628790763189851,0.5555555555555556,0.9333333333333333,0.5555555555555556,0.5647071860831496
66,13.052531467170896,0.6,0.9333333333333333,0.5555555555555556,0.5825457031312803
67,13.193287216944846,0.6888888888888889,0.9777777777777777,1.0,0.6006203775666827
68,13.45765120446707,0.7446808510638298,0.9574468085106383,1.0,0.6114975375403848
69,14.27295929066533,0.8297872340425532,0.9574468085106383,1.0,0.6458119886478898
