semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
1462970251,45.31181699670537,0.21423819028609448,1.9401197604790419,1503,1.87875,0.08125
308689405,95.42926725439571,4.37117212249208,3.2360084477296724,1894,2.3675,0.895
308757397,66.38270097185861,3.3243034055727554,2.3343653250773992,1292,1.615,0.63625
308827770,44.65129586404073,1.470631970260223,1.707558859975217,4035,5.04375,0.60375
308856103,70.93145494144098,3.2537663207231335,2.64445932373619,2987,3.73375,1.4875
308856146,51.04316338249303,3.300418910831837,2.1819269898264513,1671,2.08875,0.945
308898675,63.75670481443339,1.4384261624936128,2.4823709759836485,1957,2.44625,0.735
308923801,39.99460283633064,0.48992523127613735,1.445570903561019,7891,9.86375,0.5925
4088546946,41.49211525839901,1.0585274930102517,1.6538676607642124,5365,6.70625,0.53
4097839613,87.15098852049341,2.183288409703504,2.911949685534591,1113,1.39125,0.79
4697738917,51.47124444163115,4.18313649274929,1.9250261623561071,13378,16.7225,3.96875
4697750732,52.58478791614118,1.3977531285551763,2.0812002275312858,7032,8.79,1.83875
cluster_1462970241_308898721,33.70624121976684,0.24933887419720438,1.9633547412164716,2647,3.30875,0.42
cluster_1462970269_1462970271_308797939,66.49978615856448,1.4028255059182895,2.4656357388316152,5238,6.5475,2.51375
cluster_1462970291_308954059,31.16034601179883,0.6602602363614659,1.2668616449803032,16754,20.9425,2.2325
cluster_308742453_308742454,57.74613641312288,2.8008,2.1833142857142858,8750,10.9375,4.45
cluster_308757358_308757361,55.99345258605046,0.52324908354235,2.164769438549103,5183,6.47875,1.4775
cluster_308757386_308757389_308757392_308757394,61.39206915087339,1.4502057613168724,2.178875171467764,3645,4.55625,2.99125
cluster_308757402_4097570238,47.33906127721602,1.106845591982334,1.8634278919653473,5887,7.35875,1.595
cluster_308799313_4090658064,86.79317853452889,1.5417895771878072,2.9589478859390366,4068,5.085,2.01
cluster_308804097_308804101,79.57063868788643,3.694344163658243,2.7658586900464157,5817,7.27125,4.17125
cluster_308834900_4738449064,32.86570695399829,0.06222943722943723,1.5672348484848484,7392,9.24,0.3775
cluster_308856152_9198534518,54.43102215848918,0.1523809523809524,1.899047619047619,1050,1.3125,0.03375
cluster_308858575_308858577_6427986507_6427986508,38.46655839640267,0.07919520547945205,1.6545376712328768,2336,2.92,0.15
cluster_308858579_308898722,35.75187170571769,0.8319895968790637,1.9120936280884264,3845,4.80625,0.84125
cluster_4090658066_4090658067,79.27141661113053,1.1781825009387907,2.7294404806609087,5326,6.6575,1.18625
joinedS_1462970246_1462970247,26.30293789565972,0.3025335320417288,1.4996274217585692,2684,3.355,0.29
joinedS_1462970259_308819290,57.403114455200495,4.1580006709158,2.171418986917142,2981,3.72625,1.04625
