semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
308856103,10.747222703181889,0.39705882352941174,0.7794117647058824,204,1.02,0.09
308856146,47.83367073460485,9.199664429530202,2.1828859060402683,596,2.98,2.845
308856152,50.31584394201911,3.374125874125874,2.1695804195804196,572,2.86,0.995
308898675,8.132992162569549,1.565217391304348,0.9163879598662207,299,1.495,0.31
308903645,17.48433222822407,0.8888888888888888,0.7539149888143176,1341,6.705,0.57
308903696,5.274272655905886,0.0,0.8432432432432433,185,0.925,0.0
308903738,17.308461852174513,0.0,0.9806094182825484,361,1.805,0.01
309520858,22.248308239922384,2.0881632653061226,1.1012244897959185,1225,6.125,0.905
cluster_1462970241_308898721,7.76634801239485,0.1348973607038123,0.5835777126099707,341,1.705,0.07
cluster_1871526593_309440289,26.311698450115927,0.4647058823529412,1.576470588235294,170,0.85,0.295
cluster_1871526625_309497170,16.817594170438145,0.0,1.143507972665148,439,2.195,0.0
cluster_308848908_308848911,32.19990070676604,0.9376443418013857,1.384757505773672,2165,10.825,2.225
cluster_308848959_308848960,33.1966806724127,0.858540925266904,1.5889679715302492,1124,5.62,1.275
cluster_308855797_308855800,29.11470604908124,0.4012345679012346,1.806172839506173,1620,8.1,1.13
cluster_308858575_308858577_6427986507_6427986508,18.53523954200295,0.2720306513409962,1.3241379310344827,1305,6.525,0.885
cluster_308858579_308898722,11.82987330556966,1.806366047745358,1.2360742705570291,754,3.77,1.3
cluster_308903754_312989481,19.19791807202195,0.7221052631578947,1.1178947368421053,475,2.375,0.24
cluster_309440717_309440722_309440724_309440726,18.552702653284484,0.3538230884557721,1.1199400299850075,667,3.335,0.475
cluster_309481112_309481115,29.67227131093247,1.009512485136742,1.4054696789536267,841,4.205,1.095
cluster_309481119_4121911213,16.8043562337407,3.316593886462882,0.722707423580786,458,2.29,0.63
cluster_309481227_4121496204,30.219713332618195,1.3137114142139268,1.6101938262742284,1393,6.965,3.265
cluster_4121496202_4121496203,25.70375559951762,0.5857142857142857,1.3928571428571428,420,2.1,0.37
