semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
1706781814,43.81776141409144,4.314432989690721,1.3118556701030928,388,1.94,1.415
309456039,43.65194801621137,0.2606837606837607,1.5598290598290598,234,1.17,0.07
309520858,56.876599221005335,6.532199270959903,1.87363304981774,823,4.115,2.58
309554150,16.99996168869105,0.5188679245283019,1.4056603773584906,106,0.53,0.15
3413027449,41.87064641132846,0.0,2.5164835164835164,91,0.455,0.0
4121911213,95.86134826608779,0.0,3.0,32,0.16,0.0
GS_cluster_1871526597_309540987,20.002185159445247,0.5,1.1454545454545455,110,0.55,0.2
GS_cluster_1871526621_309541037,17.005537741153514,0.45182724252491696,1.4053156146179402,301,1.505,0.49
GS_cluster_309541231_309541236,14.465102024265011,0.8966861598440545,0.8245614035087719,513,2.565,1.17
GS_cluster_4124177709_4124177710,30.32213378759348,0.6137787056367432,1.0396659707724425,479,2.395,0.755
cluster_11612234622_11920224074_309481227_4121496204,38.15181763232315,5.321212121212121,1.5742424242424242,660,3.3,2.815
cluster_1868729103_309497175_309497179,30.344422560870537,0.2832764505119454,1.5119453924914676,293,1.465,0.205
cluster_1871526583_309520899,19.871870735841643,0.5405405405405406,1.3745173745173744,259,1.295,0.36
cluster_1871526593_309440289,41.488360428045254,0.5458333333333333,1.6958333333333333,240,1.2,0.275
cluster_1871526608_309520710,24.320104211780837,0.7231638418079096,1.1299435028248588,531,2.655,0.675
cluster_1871526612_309195377_309195395_309195397,31.872649948512223,0.6736242884250474,1.49146110056926,527,2.635,0.585
cluster_1871526625_309497170,40.08756033685532,3.9371633752244164,1.8635547576301617,557,2.785,1.95
cluster_2991453444_309520859,39.943550211445974,0.7212276214833759,1.8107416879795397,391,1.955,0.465
cluster_308848908_308848911,22.025215991499007,0.012371134020618556,0.7628865979381443,485,2.425,0.0
cluster_308848959_308848960,32.79101542886596,1.5773672055427252,1.073903002309469,433,2.165,0.47
cluster_308855797_308855800,30.19426237403694,0.6361111111111111,1.4638888888888888,360,1.8,0.23
cluster_308858575_308858577_6427986507_6427986508,18.644070463417673,0.15632754342431762,1.1910669975186103,403,2.015,0.185
cluster_308908279_4100826965,23.47276374842973,0.46153846153846156,1.132867132867133,143,0.715,0.165
cluster_309195406_309195410_309195412_309195414,31.960402505399678,0.7012522361359571,1.3524150268336315,559,2.795,0.815
cluster_309197943_309197944_938878877_938878878,25.393522308384966,2.4825278810408924,1.1026022304832714,1345,6.725,2.275
cluster_309248859_309248860,29.587098447286262,0.0,1.0,8,0.04,0.0
cluster_309248963_309248965,4.7917506580848706,0.03571428571428571,0.6071428571428571,28,0.14,0.01
cluster_309440717_309440722_309440724_309440726,35.98139860156853,0.33542976939203356,1.5911949685534592,477,2.385,0.275
cluster_309456058_309456068_309456081_309456085,29.710416734384747,2.8633093525179856,0.9741007194244604,695,3.475,1.5
cluster_309481112_309481115,27.062508447322507,0.5032594524119948,0.864406779661017,767,3.835,0.6
cluster_309497184_309497187,56.072897227054355,0.26,2.06,150,0.75,0.06
cluster_309497300_309497301,51.5148136221013,0.8691588785046729,2.1542056074766354,214,1.07,0.38
cluster_309520712_309520713,51.606008988394336,0.37110481586402266,2.2096317280453257,353,1.765,0.385
cluster_309520714_309520715,28.912763818888493,0.7169459962756052,1.3836126629422718,537,2.685,0.745
cluster_309520860_309520861,35.97935249649608,0.7049742710120068,1.5403087478559176,583,2.915,0.79
cluster_309520862_309520863,20.376105110695317,0.9323562570462233,0.9909808342728298,887,4.435,1.16
cluster_309520901_309520902,31.626103606621008,0.02413793103448276,1.1,290,1.45,0.035
cluster_309540905_309540918,22.69653901802902,0.1724137931034483,1.5172413793103448,145,0.725,0.07
cluster_309541225_4124177708,30.795508654658796,0.08906882591093117,1.0931174089068827,247,1.235,0.06
cluster_309541408_309541411,14.78472446822866,0.3622350674373796,0.8631984585741811,519,2.595,0.555
cluster_309559013_7006592113_7657209820,13.958014802531515,0.22941176470588234,1.0529411764705883,170,0.85,0.205
cluster_309559016_309559017,22.552270191400336,0.6124031007751938,1.5891472868217054,129,0.645,0.345
cluster_309559018_309559019,33.71679267791941,2.0982142857142856,1.7767857142857142,112,0.56,0.23
cluster_309559020_309559021,10.287157447556,0.44495412844036697,0.7247706422018348,218,1.09,0.32
cluster_309720129_309720130_7006592110,8.37802765759429,1.6331360946745561,0.41420118343195267,169,0.845,0.345
cluster_310265753_4121438078,31.79072529754273,0.013029315960912053,1.3355048859934853,307,1.535,0.03
cluster_310265755_310265756,34.539227046849206,0.4541832669322709,1.350597609561753,251,1.255,0.36
cluster_310265757_310265758,44.342349917957215,0.51,2.0,200,1.0,0.15
cluster_4121496202_4121496203,29.83943111650302,0.4744525547445255,1.5656934306569343,274,1.37,0.105
cluster_4124145820_4124145821,24.412123072978762,0.026030368763557483,1.1366594360086768,461,2.305,0.035
cluster_938672795_938672853,5.556397231648987,0.0,0.65625,96,0.48,0.0
joinedS_cluster_1871494011_309189929_cluster_309189684_309189926,18.82459611604746,0.7351778656126482,1.1185770750988142,253,1.265,0.14
joinedS_cluster_308856407_308856410_cluster_308856411_308856412,14.567296558328223,0.8806941431670282,0.8481561822125814,461,2.305,0.75
