semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
1706781814,57.721123314995346,2.337940896091516,2.0433746425166825,2098,2.6225,1.3
309456039,67.17674307107946,3.5178335535006604,2.7249009247027742,3028,3.785,1.19875
309520858,65.3867541673045,7.420850767085077,2.317294281729428,5736,7.17,3.7875
309554150,26.944449200901715,1.223901098901099,2.0631868131868134,728,0.91,0.36
3413027449,53.862771305247506,0.07921318447634237,2.5178096757044126,1881,2.35125,0.04
4121911213,102.91258841048388,0.022462562396006656,3.672212978369384,1202,1.5025,0.015
GS_cluster_1871526597_309540987,48.20530261263828,0.6906832298136646,2.3391304347826085,805,1.00625,0.39
GS_cluster_1871526621_309541037,38.87637614120972,0.6326383896477354,1.9410496046010064,1391,1.73875,0.54125
GS_cluster_309541231_309541236,32.71449081342035,0.6062161391502708,2.060165383518677,3507,4.38375,1.1975
GS_cluster_4124177709_4124177710,56.82053949207057,0.5602564102564103,2.2384615384615385,2340,2.925,0.71
cluster_11612234622_11920224074_309481227_4121496204,97.4685100658571,7.049113425274416,3.6685899240078808,7106,8.8825,11.14125
cluster_1868729103_309497175_309497179,61.59511591386117,1.1448525607863425,2.5434557682359027,3866,4.8325,1.56875
cluster_1871526583_309520899,40.30521948480751,0.8266606005459509,2.0395814376706096,2198,2.7475,0.88
cluster_1871526593_309440289,64.35602698423486,0.902540176257128,2.6635562467599794,1929,2.41125,0.535
cluster_1871526608_309520710,45.78178126023827,0.6239370078740157,2.06740157480315,3175,3.96875,0.85875
cluster_1871526612_309195377_309195395_309195397,53.029812327802006,0.9768385864374403,2.0890639923591214,4188,5.235,1.30625
cluster_1871526625_309497170,72.01073936039822,4.235457491127912,2.8782595278506404,6481,8.10125,6.27875
cluster_2991453444_309520859,62.009913161106695,1.0470974808324205,2.6403797006206644,2739,3.42375,1.04375
cluster_308848908_308848911,48.75385751327781,0.030123873873873875,2.14527027027027,3552,4.44,0.02125
cluster_308848959_308848960,54.58616951215135,1.026100307062436,2.3915046059365404,1954,2.4425,0.3925
cluster_308855797_308855800,52.43070479042373,0.8636178031849735,2.15761535320539,2449,3.06125,0.565
cluster_308858575_308858577_6427986507_6427986508,37.45604146229486,0.4114906832298137,1.8341614906832298,3220,4.025,0.79875
cluster_308908279_4100826965,37.50411355422469,0.7173750932140194,1.6465324384787472,1341,1.67625,0.425
cluster_309195406_309195410_309195412_309195414,51.89220287572448,1.4430871737923376,2.0502498611882287,3602,4.5025,1.7925
cluster_309197943_309197944_938878877_938878878,48.122679950845864,1.6303663423010877,1.8916714367487122,6988,8.735,2.28125
cluster_309248859_309248860,33.80039830194607,1.2258064516129032,1.8763440860215055,186,0.2325,0.11375
cluster_309248963_309248965,41.4955529403413,2.3176470588235296,2.320588235294118,340,0.425,0.2275
cluster_309440717_309440722_309440724_309440726,53.13747616594947,0.8264446227929374,2.3808186195826644,4984,6.23,1.65625
cluster_309456058_309456068_309456081_309456085,56.140824422905496,2.8659209075153615,2.2018276351031982,6347,7.93375,4.335
cluster_309481112_309481115,54.95157219648563,0.5471914405808177,2.00095529231945,5234,6.5425,1.0475
cluster_309497184_309497187,79.9289566481809,1.835150313842088,3.213082259663033,3027,3.78375,1.88
cluster_309497300_309497301,54.14802715590003,1.610412401286926,2.412693770108219,3419,4.27375,1.8875
cluster_309520712_309520713,56.51487477200742,0.8801049082053204,2.3465717497189957,2669,3.33625,0.69875
cluster_309520714_309520715,46.12438984550369,0.8874486247233639,2.0600695542206764,3163,3.95375,1.00625
cluster_309520860_309520861,52.53077083106384,0.9710703953712633,1.9961427193828352,3111,3.88875,1.21125
cluster_309520862_309520863,41.42249210224531,0.6546778966537674,1.7216025495105851,4393,5.49125,1.0575
cluster_309520901_309520902,62.69312108120907,0.44871794871794873,2.4367521367521365,2340,2.925,0.53875
cluster_309540905_309540918,45.35619056705511,0.26881720430107525,2.1043010752688174,930,1.1625,0.12625
cluster_309541225_4124177708,56.769473039896766,0.054140127388535034,2.436942675159236,1570,1.9625,0.08375
cluster_309541408_309541411,34.10290343183094,0.45505171042163883,1.5159108989657917,2514,3.1425,0.5725
cluster_309559013_7006592113_7657209820,49.07973593640157,0.41660377358490563,2.332075471698113,1325,1.65625,0.55875
cluster_309559016_309559017,49.868222314128886,0.892802450229709,2.281010719754977,1306,1.6325,0.73875
cluster_309559018_309559019,67.31882469994228,1.6670506912442395,2.9711981566820276,1736,2.17,0.8025
cluster_309559020_309559021,31.28565513828192,1.350696991929567,1.7945707997065297,1363,1.70375,1.17375
cluster_309720129_309720130_7006592110,33.77923861825413,2.3923647932131495,1.6187698833510074,1886,2.3575,1.63125
cluster_310265753_4121438078,52.16873894709033,0.07913279132791327,2.58970189701897,1845,2.30625,0.125
cluster_310265755_310265756,58.381456387858066,0.555682467161622,2.2301541976013706,1751,2.18875,0.53125
cluster_310265757_310265758,51.42082209949096,0.5137573297248534,2.4573748308525034,2217,2.77125,0.7
cluster_4121496202_4121496203,59.334029254498006,0.5506216696269982,2.5830373001776197,2252,2.815,0.47
cluster_4124145820_4124145821,61.64367226175532,0.36735545815069925,2.541223126695888,4791,5.98875,1.18625
cluster_938672795_938672853,37.511627217687916,0.0,2.033205619412516,783,0.97875,0.0
joinedS_cluster_1871494011_309189929_cluster_309189684_309189926,33.570376670590136,0.6152597402597403,1.4902597402597402,1232,1.54,0.14375
joinedS_cluster_308856407_308856410_cluster_308856411_308856412,53.95316728543098,1.3754053379895235,2.288101771015216,4009,5.01125,1.59125
