semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
308856103,36.02800276595978,1.3156404812455769,2.167020523708422,1413,1.76625,0.255
308856146,28.472043051116284,1.6406381192275399,1.8623005877413938,1191,1.48875,0.5725
308856152,52.24413381043754,2.7228381374722836,2.274390243902439,3608,4.51,1.1975
308898675,23.74089132906536,0.900070372976777,2.2142857142857144,2842,3.5525,0.67
308903645,33.207097825623215,1.3781767311727675,1.5988575425507112,8578,10.7225,0.8825
308903696,10.236211971111498,0.7018095987411487,1.025177025963808,1271,1.58875,0.125
308903738,31.85418530842098,0.12420701168614358,1.6490818030050083,2995,3.74375,0.0925
309520858,31.079895798456526,1.0626294970804295,1.676492748163496,10618,13.2725,1.765
cluster_1462970241_308898721,17.67203709583597,0.1779554059739167,1.8700042069835927,2377,2.97125,0.2375
cluster_1871526593_309440289,28.019891071902805,0.5865680837954406,2.0123228589032656,1623,2.02875,0.7025
cluster_1871526625_309497170,22.595691567146243,0.002329192546583851,1.4914596273291925,2576,3.22,0.0
cluster_308848908_308848911,46.30076794577583,0.9884575747165922,1.9648230848505668,14555,18.19375,4.2225
cluster_308848959_308848960,56.95488021844493,1.2586070959264126,2.465045992115637,7610,9.5125,2.71125
cluster_308855797_308855800,45.58890028218036,0.9256040492789609,2.1828860662782925,10471,13.08875,2.2125
cluster_308858575_308858577_6427986507_6427986508,27.171472587662674,0.5434328669868449,1.621632908749217,9578,11.9725,2.61625
cluster_308858579_308898722,22.653915806215146,1.048774126238915,1.424360980699009,3834,4.7925,0.93125
cluster_308903754_312989481,34.68504099188227,0.7594193946880791,1.6920938851142682,3238,4.0475,0.32875
cluster_309440717_309440722_309440724_309440726,28.393732560962917,0.6673160173160173,1.5385281385281386,4620,5.775,1.40625
cluster_309481112_309481115,56.56774739769992,0.9098841582668873,2.3559500526553334,6647,8.30875,1.955
cluster_309481119_4121911213,71.90956697137308,3.692472733774361,2.9029143572322544,5593,6.99125,4.435
cluster_309481227_4121496204,74.36189586880792,2.3212686115482386,3.4216196586369687,8261,10.32625,9.91125
cluster_4121496202_4121496203,60.30323739511904,2.882023371218185,2.7744517368336803,6247,7.80875,2.12875
