step,delay,waiting_time,stops,queue_length,road_rage
0,0.0,0.0,0.5,0.0,0.020000000000000004
1,0.6562245569296081,0.0,0.5,0.0,0.046248982277184325
2,1.3167102267724302,0.0,0.5,0.0,0.07266840907089721
3,1.3335921461335083,0.0,0.5,0.0,0.07334368584534033
4,1.7548474482937908,0.0,0.5,0.0,0.09019389793175164
5,2.9930827189378673,0.0,0.5,0.0,0.1397233087575147
6,3.350503582303575,0.0,0.5,0.0,0.15402014329214303
7,3.670587753583457,0.0,0.5,0.0,0.1668235101433383
8,3.9885456500907726,0.0,0.5,0.0,0.1795418260036309
9,4.348272743416365,0.0,0.5,0.0,0.1939309097366546
10,4.889633824676797,0.0,0.5,0.0,0.21558535298707188
11,3.7781135784635147,0.0,0.3333333333333333,0.0,0.16445787647187393
12,4.379055495179514,0.0,0.3333333333333333,0.0,0.18849555314051394
13,2.837030887700221,0.0,0.3333333333333333,0.0,0.12681456884134218
14,3.311646599656205,0.0,0.3333333333333333,0.0,0.14579919731958155
15,1.2856441191215287,0.0,0.3333333333333333,0.0,0.06475909809819448
16,3.9277628429459837,0.0,0.5,0.0,0.17711051371783937
17,6.619486200337882,0.0,0.5,0.0,0.2847794480135153
18,5.774432546197873,0.0,0.5,0.0,0.25097730184791495
19,6.243773136046412,0.0,0.5,0.0,0.2697509254418565
20,8.440913380537594,0.0,0.5,0.0,0.35763653522150385
21,8.922178610181122,0.0,0.5,0.0,0.3768871444072449
22,7.509299100414163,0.0,0.4,0.0,0.31637196401656653
23,7.911635485226979,0.0,0.4,0.0,0.3324654194090792
24,7.9638165756600925,0.0,0.4,0.0,0.33455266302640374
25,8.264954072737783,0.0,0.4,0.0,0.3465981629095114
26,9.848205264747303,0.0,0.4,0.0,0.40992821058989215
27,10.13922194039657,0.0,0.4,0.0,0.4215688776158628
28,10.476079466414,0.0,0.4,0.0,0.43504317865656
29,10.448754611519401,0.0,0.4,0.0,0.4339501844607761
30,11.655687704326336,0.0,0.4,0.0,0.4822275081730535
31,11.922564647446396,0.0,0.4,0.0,0.4929025858978559
32,8.696572753091255,0.0,0.42857142857142855,0.0,0.36500576726650735
33,9.007682608601336,0.0,0.42857142857142855,0.0,0.3774501614869106
34,9.072804730123336,0.0,0.42857142857142855,0.0,0.3800550463477906
