semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length,delay_norm,waiting_time_norm,stops_norm,flujo_vehicular_norm,flujo_por_segundo_norm,queue_length_norm,road_rage
1462970251,45.21523432594252,0.7755834829443446,1.904847396768402,1671,2.08875,0.2725,0.2780057638972142,0.15462776008611046,0.32483607012532617,0.041232500159815895,0.041232500159815895,0.03191251952689132,1.0
308689405,89.32042318371782,2.5774647887323945,3.2119718309859153,1420,1.775,0.52125,1.0,0.5610273849114656,1.0,0.025186984593748,0.025186984593747998,0.07632224949787993,1.0
308757397,63.18125262547597,1.6480293308890925,2.303391384051329,1091,1.36375,0.3125,0.5721063446658102,0.35140080176552196,0.5306944548650655,0.004155213194400051,0.004155213194400053,0.03905378263780406,1.0
308827770,46.97503757599608,1.8560859188544152,1.8615751789976134,4190,5.2375,0.88625,0.3068134356500954,0.39832626739965876,0.30248483879668225,0.2022629930320271,0.2022629930320271,0.1414862753849587,1.0
308856103,69.05288303613362,3.39945466939332,2.458077709611452,2934,3.6675,1.4325,0.6682239086715092,0.7464204949003279,0.6105939844959735,0.12197148884485073,0.12197148884485072,0.23900914974336088,1.0
308856146,53.24391899847964,3.321846153846154,2.281846153846154,1625,2.03125,0.92625,0.40943392931672795,0.7289165275189542,0.5195657804140453,0.038291887745317395,0.038291887745317395,0.14862753849587146,1.0
308898675,61.51377742134958,1.7651209677419355,2.310483870967742,1984,2.48,0.78125,0.5448100668943722,0.3778098649675904,0.5343579097081668,0.06124144984977306,0.06124144984977306,0.12274045971881276,1.0
308923801,39.34812751071255,0.4905023744063984,1.4270182454386404,8002,10.0025,0.63,0.18196225035836128,0.09033004237159764,0.07802482616475505,0.44595026529438087,0.4459502652943808,0.09573755858067395,1.0
4088546946,41.3207634073516,0.9459759481961147,1.7150786308973174,5405,6.75625,0.52375,0.2142539553524272,0.19305839018863072,0.226815543250478,0.2799335165888896,0.2799335165888896,0.07676857844231198,1.0
4097839613,85.07720902147865,2.1010486177311725,3.0552907530981885,1049,1.31125,0.7425,0.9305393254846859,0.4535756051889653,0.9190701286622309,0.0014703062072492488,0.0014703062072492516,0.11582236108011605,1.0
4697738917,53.4011590360499,4.5237671486837225,1.9704115684093437,13485,16.85625,4.145,0.4120079212607687,1.0,0.3587016781923769,0.7964584798312344,0.7964584798312343,0.7232760544521311,1.0
4697750732,52.63127344871153,1.3980988045513467,2.008353737577416,6943,8.67875,1.91875,0.3994050287006813,0.29503101103080914,0.37829980012544345,0.3782522534040785,0.37825225340407853,0.32582012943539385,1.0
cluster_1462970241_308898721,33.13821729776317,0.20234493192133132,1.938729198184569,2644,3.305,0.33,0.08030710508910173,0.025338482638783546,0.3423369060033324,0.10343284536214281,0.10343284536214281,0.042178085248828386,1.0
cluster_1462970269_1462970271_308797939,68.76953089219484,1.4281437125748504,2.527944111776447,5010,6.2625,2.2475,0.6635854835789227,0.3018073948633303,0.6466818070605945,0.2546826056383047,0.2546826056383047,0.384512385628208,1.0
cluster_1462970291_308954059,31.180773335265854,0.7222988781570581,1.2759613654088429,16669,20.83625,2.4775,0.048264089402793996,0.14260985228887635,0.0,1.0,1.0,0.4255746485159562,1.0
cluster_308742453_308742454,64.6253527861305,3.337140483854221,2.2928044855155227,9631,12.03875,5.695,0.5957460120008674,0.7323660388476237,0.5252260450997027,0.5500863005817298,0.5500863005817298,1.0,1.0
cluster_308757358_308757361,59.55409744167211,0.422950184144214,2.247916262841636,5159,6.44875,1.305,0.5127304479974739,0.07509419709671915,0.5020401050069115,0.2642076328070063,0.2642076328070064,0.21624637357732646,1.0
cluster_308757386_308757389_308757392_308757394,68.89646857562686,1.7360042451578668,2.410453701247015,3769,4.71125,3.23,0.6656634312797634,0.37124282578676354,0.5859949395986404,0.17534999680368216,0.17534999680368216,0.5599196607900022,1.0
cluster_308757402_4097570238,50.25248299785497,1.4378141722069078,1.952326901248581,6167,7.70875,1.9225,0.3604646446122451,0.30398848812054574,0.34936047499006256,0.32864540049862556,0.3286454004986256,0.32648962285204197,1.0
cluster_308799313_4090658064,84.78531932122864,1.5078347578347577,2.8986229819563154,4212,5.265,2.08,0.9257611420868581,0.3197810598275731,0.8381471306064459,0.20366937288243944,0.20366937288243941,0.3546083463512609,1.0
cluster_308804097_308804101,84.56946105724377,3.8588504994268873,2.8411658752251516,6107,7.63375,4.4025,0.9222275800174429,0.8500334756068025,0.8084690334304384,0.32480981908841017,0.32480981908841017,0.7692479357286319,1.0
cluster_308834900_4738449064,34.53815531338821,0.09,1.6490666666666667,7500,9.375,0.50375,0.10322384582547578,0.0,0.1927186386085011,0.41385923416224507,0.413859234162245,0.07319794688685562,1.0
cluster_308856152_9198534518,53.02162692460975,0.253411306042885,1.7768031189083822,1026,1.2825,0.09375,0.4057950469035285,0.03685608661054693,0.258697854378722,0.0,0.0,0.0,1.0
cluster_308858575_308858577_6427986507_6427986508,39.39706745236933,0.11162988115449915,1.7911714770797962,2356,2.945,0.2075,0.18276338865311706,0.004878443190441459,0.26611948686826087,0.08502205459310874,0.08502205459310873,0.02030796697165811,1.0
cluster_308858579_308898722,34.9679144184095,0.8345492443981241,1.7871287128712872,3838,4.7975,1.15625,0.1102589272926162,0.16792700641015001,0.26403129350340526,0.1797609154254299,0.17976091542542993,0.1896898013836197,1.0
cluster_4090658066_4090658067,86.37306256469269,1.0175974142574968,2.858681989585204,5569,6.96125,1.7075,0.9517522215920102,0.20921202741395156,0.8175165642529699,0.2904174391101451,0.2904174391101451,0.288105333630886,1.0
