semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length,delay_norm,waiting_time_norm,stops_norm,flujo_vehicular_norm,flujo_por_segundo_norm,queue_length_norm,road_rage
cluster_1520634082_307862705,17.20969546473038,0.5444444444444444,0.9679012345679012,810,1.0125,0.205,0.0,0.067378526004745,0.1288641693403815,0.0,0.0,0.0,0.7379927568608201
cluster_307862891_307862894_307862896_307862898,25.68884510665055,0.4913657770800628,0.9982731554160126,6370,7.9625,1.36,0.45282538652444365,0.04797728130003196,0.17815005623945865,1.0,1.0,1.0,1.0
cluster_3701043284_4151921021,22.079707097969123,0.3601076957594795,0.8884900157056316,4457,5.57125,0.815,0.2600809035492469,0.0,0.0,0.6559352517985612,0.6559352517985612,0.5281385281385281,0.9259300384621799
cluster_4152158088_4152159489_9467311858,35.934682831273406,3.095945945945946,1.5047297297297297,1480,1.85,1.22,1.0,1.0,1.0,0.12050359712230216,0.12050359712230217,0.8787878787878787,1.0
