semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
1706781814,68.87096838367997,5.327113934100834,2.2671695117109962,2519,3.14875,2.36
309456039,68.18404906224082,1.2374048568321856,2.835810076114534,2759,3.44875,0.64
309520858,67.84867182136682,8.328587426011838,2.426491761318189,6251,7.81375,4.63875
309554150,26.373456568991372,2.8991282689912827,2.090909090909091,803,1.00375,0.6
3413027449,49.92713188414167,0.21573478476001978,2.346857991093518,2021,2.52625,0.15125
4121911213,104.09327859211093,0.08495145631067962,3.8292880258899675,1236,1.545,0.04125
GS_cluster_1871526597_309540987,44.75148565747247,0.6994350282485876,2.23728813559322,885,1.10625,0.4325
GS_cluster_1871526621_309541037,31.58022833994172,0.652046783625731,1.6666666666666667,1368,1.71,0.53
GS_cluster_309541231_309541236,36.60006098978078,0.9198951354500436,2.267113311972036,3433,4.29125,1.66625
GS_cluster_4124177709_4124177710,60.35803169121106,1.1168169345354764,2.4860838886711094,2551,3.18875,1.07
cluster_11612234622_11920224074_309481227_4121496204,94.65330425373048,6.413855421686747,3.5603915662650603,6640,8.3,9.6975
cluster_1868729103_309497175_309497179,67.1065318516476,1.1879505664263645,2.7981462409886713,3884,4.855,1.7575
cluster_1871526583_309520899,39.61005758713458,0.9327086882453152,2.0719761499148213,2348,2.935,1.0925
cluster_1871526593_309440289,65.86146929691171,0.8901821862348178,2.611842105263158,1976,2.47,0.5425
cluster_1871526608_309520710,44.74874455331674,0.5369255150554675,2.0351822503961965,3155,3.94375,0.67375
cluster_1871526612_309195377_309195395_309195397,50.2155359741221,0.7007816316560821,1.9863214460185636,4094,5.1175,1.215
cluster_1871526625_309497170,70.78324129036933,4.804831227003679,2.7878739401695727,6251,7.81375,6.33125
cluster_2991453444_309520859,61.33091346081625,0.866692278140607,2.757587399154821,2603,3.25375,0.93625
cluster_308848908_308848911,49.430117560637484,0.046498754497647385,2.1915305840022143,3613,4.51625,0.015
cluster_308848959_308848960,50.50520025500663,1.0773220179160774,2.2065063649222063,2121,2.65125,0.52875
cluster_308855797_308855800,51.4546122048143,0.8073770491803278,2.1209016393442623,2440,3.05,0.5875
cluster_308858575_308858577_6427986507_6427986508,39.993163104360356,0.41726394515425363,1.8432533499532564,3209,4.01125,0.83375
cluster_308908279_4100826965,40.03948742427717,0.4487658937920718,1.7075542258788332,1337,1.67125,0.3025
cluster_309195406_309195410_309195412_309195414,48.7868645003689,1.1712165385634774,2.0596342433077126,3773,4.71625,1.8675
cluster_309197943_309197944_938878877_938878878,46.8347228619567,1.6217038539553752,1.7241379310344827,6902,8.6275,2.145
cluster_309248859_309248860,38.73585177980798,1.0728155339805825,2.058252427184466,206,0.2575,0.12125
cluster_309248963_309248965,36.711955258880344,2.7863849765258215,2.152582159624413,426,0.5325,0.3575
cluster_309440717_309440722_309440724_309440726,56.13522005358335,0.7832774600670479,2.407020311575626,5071,6.33875,1.74375
cluster_309456058_309456068_309456081_309456085,62.50422681405873,3.1303637713437267,2.3801039346696364,6735,8.41875,4.97875
cluster_309481112_309481115,61.37806193525895,0.7171396564600448,2.238237490664675,5356,6.695,1.10875
cluster_309497184_309497187,79.31944365393008,1.9913101604278074,3.0337566844919786,2992,3.74,1.84875
cluster_309497300_309497301,55.89914198247467,1.2870921985815602,2.5361702127659576,3525,4.40625,1.99875
cluster_309520712_309520713,60.10733792251685,0.5255661066471877,2.43718042366691,2738,3.4225,0.535
cluster_309520714_309520715,45.561984099354305,0.7329656067488644,1.9695003244646334,3082,3.8525,0.89
cluster_309520860_309520861,55.08774039939741,1.2955603849736106,2.2291213908724,3221,4.02625,1.335
cluster_309520862_309520863,40.927299507439,0.7817806333180358,1.6920605782469023,4358,5.4475,1.22
cluster_309520901_309520902,61.28672944778394,0.4755877034358047,2.472875226039783,2212,2.765,0.45375
cluster_309540905_309540918,40.020222949624234,0.21664994984954863,2.050150451354062,997,1.24625,0.1325
cluster_309541225_4124177708,61.29465601905531,0.07288246881155613,2.6999343401181877,1523,1.90375,0.1
cluster_309541408_309541411,36.37855114928815,0.3704918032786885,1.615983606557377,2440,3.05,0.57
cluster_309559013_7006592113_7657209820,42.28310564478737,0.2608695652173913,2.1036789297658864,1196,1.495,0.34875
cluster_309559016_309559017,46.25457590487201,0.7559845559845559,2.1173745173745173,1295,1.61875,0.65375
cluster_309559018_309559019,64.55981212050149,1.1029411764705883,2.736519607843137,1632,2.04,0.5225
cluster_309559020_309559021,29.255186162954036,1.1064139941690962,1.5816326530612246,1372,1.715,1.0275
cluster_309720129_309720130_7006592110,28.052391546165428,1.3169336384439359,1.3363844393592677,1748,2.185,1.00625
cluster_310265753_4121438078,51.26629619827474,0.08328940432261465,2.426462836056932,1897,2.37125,0.13
cluster_310265755_310265756,58.19253347586045,0.6039279869067103,2.198581560283688,1833,2.29125,0.59625
cluster_310265757_310265758,52.05903772480023,0.991826726604005,2.41683694319575,2447,3.05875,1.22
cluster_4121496202_4121496203,66.4326912139509,0.5453763440860215,2.8589247311827957,2325,2.90625,0.61375
cluster_4124145820_4124145821,63.14686885179773,0.425025641025641,2.523282051282051,4875,6.09375,1.4675
cluster_938672795_938672853,35.965867328465876,0.00796812749003984,1.950863213811421,753,0.94125,0.00375
joinedS_cluster_1871494011_309189929_cluster_309189684_309189926,33.25262530882706,0.5039556962025317,1.3742088607594938,1264,1.58,0.1275
joinedS_cluster_308856407_308856410_cluster_308856411_308856412,58.44756766065175,1.4067922657411998,2.381259295984135,4034,5.0425,1.84
