semaforo_id,delay,waiting_time,stops,flujo_vehicular,flujo_por_segundo,queue_length
1462970251,48.38975425827344,1.8232142857142857,2.1827380952380953,1680,2.1,0.355
308689405,103.49469699266785,6.977347805568664,3.5450684285040115,2119,2.64875,1.33125
308757397,73.56069800250616,4.551051051051051,2.5082582582582584,1332,1.665,0.7325
308827770,45.042513980365676,0.5200927357032458,1.7910870685213807,3882,4.8525,0.47125
308856103,75.57486535757293,1.1592668024439918,2.579633401221996,2455,3.06875,0.5625
308856146,55.81451167698795,2.795965417867435,2.226512968299712,1735,2.16875,1.0
308898675,79.06904119336045,6.926799007444169,2.6753515301902397,2418,3.0225,1.825
308923801,38.34452091940387,0.8626535626535626,1.4684275184275184,8140,10.175,0.99
4088546946,47.59709350916872,1.8750869867780098,1.7870563674321502,5748,7.185,0.8675
4097839613,89.68493666847962,3.5121765601217656,2.8919330289193304,1314,1.6425,1.16
4697738917,46.34625315904301,3.1927083333333335,1.8625315656565657,12672,15.84,3.67875
4697750732,53.295336957335536,0.6470412432755529,2.11252241482367,6692,8.365,1.19625
cluster_1462970241_308898721,33.524274062898975,0.25718551698394926,1.9070548712206048,2679,3.34875,0.42625
cluster_1462970269_1462970271_308797939,67.87648260046488,1.0774892659987731,2.5949703537108975,4891,6.11375,1.8225
cluster_1462970291_308954059,30.341388504318623,0.7722012352341548,1.2367931882233016,16677,20.84625,2.54375
cluster_308742453_308742454,63.05290615683519,3.4709766748322504,2.209074448823091,9389,11.73625,5.8425
cluster_308757358_308757361,57.92887089770458,0.46535843011613937,2.1581898277933522,4994,6.2425,1.28
cluster_308757386_308757389_308757392_308757394,64.62690398425362,1.9005459292665559,2.1822929029195346,4213,5.26625,3.485
cluster_308757402_4097570238,44.40389416167342,0.7652382711488733,1.7153675655707425,5414,6.7675,1.14125
cluster_308799313_4090658064,84.57165027698842,1.4149574787393697,2.8499249624812406,3998,4.9975,1.685
cluster_308804097_308804101,74.21673145864689,3.5698924731182795,2.6215437788018434,5208,6.51,3.73875
cluster_308834900_4738449064,32.32165651307229,0.10047846889952153,1.608187134502924,7524,9.405,0.62375
cluster_308856152_9198534518,61.86233853859682,0.7839506172839507,2.1984126984126986,1134,1.4175,0.29
cluster_308858575_308858577_6427986507_6427986508,42.1988377857219,0.08684436801375753,1.8344797936371453,2326,2.9075,0.18625
cluster_308858579_308898722,33.950281822377384,0.7200956937799043,1.7799043062200957,3762,4.7025,0.9
cluster_4090658066_4090658067,87.42395001387457,1.653190452995616,3.033771716187693,6159,7.69875,1.6525
joinedS_1462970246_1462970247,31.158663711929368,0.238574748257165,1.6402013942680094,2582,3.2275,0.26875
joinedS_1462970259_308819290,55.917148592692314,4.147715196599362,2.344314558979809,2823,3.52875,1.17375
